zone_id,distance_to_industry_m,distance_to_sewage_drain_m,population_density_per_km2,agricultural_runoff_index,rainfall_last_7days_mm,temperature_c,ph_level,turbidity_NTU,dissolved_oxygen_mgL,microplastic_concentration_ppm,pharmaceutical_residue_ugL,pollution_risk_index
69,419.0256862148656,2714.3929095913704,5642.02128579126,0.623859324676573,32.94127068645918,31.65920663604704,7.001786091382205,156.52461070209245,7.390711186160037,2.5309877115371475,0.6365734494883011,1.3713796578996256
70,4935.0903361725605,1057.801291729435,4664.965378984185,0.4517676787372291,66.04301297429951,33.79687691174152,7.852052576105095,173.1295798633468,8.775097795431623,1.6138525396240015,1.0694193304639268,1.1721225600125287
71,3872.6116080184543,1551.6886776962363,4796.4677466118565,0.5866084631754741,151.350301137727,24.88674580696863,7.913259739757419,66.20572186088174,4.594635018812144,1.0883040159838524,1.0586916954447754,0.9459547953137707
72,1033.6426235941535,2355.2859779686064,3887.312390223694,0.16801420774486342,103.87717190078747,33.40388703625245,7.720014834158971,109.91442754596108,7.411869996164835,1.3719594247101832,0.8060743874191334,0.9520520386630589
73,77.33447976183187,1201.6974913173851,1110.3512497272473,0.7368737449441821,40.97625483014251,23.465426921213993,7.125814788427297,168.82107529564396,6.753934618468778,9.290483447947441,0.7926946010931741,4.150142411079381
74,4086.534070851429,1873.818366679063,759.1720536345002,0.8627970775432285,175.56601563040817,26.099428767844458,7.0421925075281315,197.94297053818602,6.825200960983576,1.4864496685461388,0.8070132721190268,1.0481046519253236
75,3548.9438520457047,2589.843852065301,14821.974651172457,0.21673980009077565,175.91637099030584,21.842492962871994,7.695336565405406,178.45626565353382,7.460259676301773,1.4134587299654682,1.169933013673633,1.1479822335193899
76,3658.585481802887,2849.5714584997736,6702.710439170004,0.09571455552016173,174.11568500920137,28.888092716989348,8.232191267223383,77.43611621175347,6.6028733850327885,0.885699043544292,1.0477519930208534,0.846069738881607
77,3867.7882160954314,458.27897316853307,6072.736383815384,0.023638586046336396,47.75924227630786,34.642678957971754,8.393467457846791,43.05747085763683,5.432498954421328,1.7774479552251325,1.8338496448826032,1.5117227859276996
78,416.5210260837473,2781.2311229812535,10354.885599049512,0.641971500443266,90.24786883619763,28.259382632737434,6.7118116088075155,100.4315447942848,4.207381555044375,2.5373903469912427,0.9964695814175772,1.5216859282102266
79,1824.4053562941494,1486.506553377024,3664.6813740434304,0.6070940360887808,196.99793122817502,24.08283942993033,6.80965722519544,149.62008310802824,8.148650647305615,1.6393680844526435,1.0654275341706347,1.1752417825302692
80,623.5518446493921,789.5682771308959,14274.437167278267,0.54669741271407,154.40249526199807,29.01289658183898,8.389472517566158,101.05096879689303,3.8101794400254896,2.6982380567997257,1.748426336972462,1.891089447507067
81,4322.361958084188,1388.2245535900188,11902.002709025504,0.23194709611597542,5.433484245111964,20.08965153391159,7.973070456669586,99.22026834616535,7.538834449235313,1.3190561015754736,1.0297337293244737,1.0137377220407084
82,3135.3257277964117,2940.4970743507215,1796.459533527763,0.39090599590551467,13.040918252098411,33.10720436451177,8.265987649659547,168.45493211095112,3.866662581194613,1.1949506200547195,0.5529919574933525,0.8447378712627583
83,1687.9452230206134,1488.0019200987515,6554.921248881461,0.594476335186173,92.78627536246655,26.552427163257217,6.9052652682706865,75.47373691810134,7.002641359635631,1.5051033263626283,0.9736440033331758,1.0592093867410162
84,364.613833915817,999.6797986567744,13247.215459651388,0.4967668588591694,181.84404117231202,25.638945614673915,7.6751717422188035,172.6599615882709,7.976626137032231,3.4187449262792957,1.5625598304390016,2.099085622111132
85,1589.362492492528,1907.5345458638428,14198.614323225449,0.9877855202148873,107.74035959054285,27.959701403709825,7.902279188834948,84.32693618558609,3.7497111112523136,1.8215686394353245,1.1760108111712522,1.3036981372229006
86,1659.657444032398,735.6339439590154,7277.321913123111,0.13643975255673313,99.56250160685805,28.621325667419843,7.8602237708939455,69.00545560727619,2.4795464068904662,1.7193195211405283,1.4785549101082938,1.3888570362342623
87,3661.5505827734173,246.07271776381847,9394.465143555262,0.6951445540475938,21.094739991326115,19.22018870585072,7.3163033817333964,93.5280326839413,3.0477899439533926,3.6372110164612472,3.069951959564082,2.7991513073125684
88,3205.909483208305,404.0615712937347,2921.992218335091,0.4043187681042921,131.3560209448588,29.60449276079784,6.530789783382617,153.67715694159935,6.847975738168204,2.535072327589778,2.088660122318198,1.957851801052308
89,4441.703075752816,401.57660009416185,14871.94507898616,0.42819961492561476,164.4206321200451,22.112838565364,7.665852113608526,29.570395433478886,8.795571249805885,2.4033512737943385,2.5506926686495404,2.0084470621962325
90,2387.463879551649,472.67002666663717,3859.2396700599293,0.7175977656581762,76.08400150151246,30.137194752612025,7.006203078359217,43.30174709504339,2.359974569883395,2.187811556892894,1.8677935662548448,1.7202931771077834
91,641.9915173945934,433.7049744952422,14169.610724959322,0.6924361513243696,155.1223701850655,31.983091504531345,7.4005084922857804,190.53174100430294,7.87321007233317,3.6564209865417157,2.436991456556299,2.5538987470180254
92,3580.5616967538253,1929.8067395135795,9919.876410389343,0.9912559937021883,192.8953307801623,31.667294628392845,8.415162030167634,39.22086733936469,4.730549167600417,1.3752811559433433,1.2394493809620095,1.1181971567558193
93,3815.8859906536422,562.0026515094515,9312.183525743458,0.12839428945412523,40.753291825537815,27.392516445934113,7.298070635284869,115.70682699655565,5.82822695935618,1.9151145415009363,1.5934869777846352,1.5030117516189445
94,2828.3221279690065,1050.0885043051123,7933.983409739374,0.10410964938416634,104.66592623894826,26.84288816928277,8.179603213328853,117.96632099907788,9.430876398764525,1.3834367027193906,1.0955988220641928,1.056288606425327
95,3866.287540775077,2692.429461519915,3844.712269907501,0.7243388171287412,57.42759161691511,20.42889134277,6.877081211498503,100.47677009979773,4.655772037886764,1.1719496014211326,0.6131569843121596,0.8177232989643481
96,2494.288202003734,1432.4056879833597,3059.6564640798697,0.5783869170064091,158.57088380676788,31.180884556853307,7.844920996050058,130.72532347247963,5.722695471515888,1.4609476399109989,1.0323851205068193,1.1054688111882083
97,2637.5275054408708,2009.322060792661,3697.0500315175427,0.27416066655980587,115.5186731762315,22.613959467594142,8.454013908877887,49.81621153053559,2.109459318085449,0.9702618248443681,0.7712944263014543,0.8004360130427423
98,2166.3280408748205,533.513216180857,3203.3548010916907,0.0794193689889866,126.91648351006076,26.44382218790509,6.703786201745873,112.7691422164659,2.652789760038707,1.9184453910887678,1.704747247889412,1.5791337290991179
99,175.8246773832712,593.0212760498389,11803.974866717923,0.08565824959643054,159.58283192317882,22.832659579767785,6.516639884454384,77.57378477314495,4.068732729078272,5.102435339211,1.9024401345076634,2.9000497545832555
100,584.062563616857,141.78847647410703,5576.816257917586,0.8941908746641183,79.19409453249098,20.275082170994782,7.367165585265228,134.02511562769186,2.2228179265685952,6.566478940237362,4.959767065658939,4.75528278090668
101,205.57446914933453,523.4264879550503,1338.7188101692473,0.1918673247187429,183.01801368140863,28.70248084715952,6.685250966102735,32.53859095776414,7.051002608386008,4.392849952237351,1.7825871183528903,2.515934097631119
102,3200.231535755713,850.1992103152367,14551.988137041764,0.32337156211552076,106.605773449228,18.923644591989365,7.9967686993524625,116.32109628369787,5.41118685441298,1.7976705918909552,1.5100695712427723,1.4271447448512102
103,1606.062106327817,547.4912431447055,13314.895331969672,0.22665640222698802,31.5909645670696,30.7269689801454,8.329097327697118,41.12771929974812,6.385161621824176,2.141796433800558,1.8828061015185085,1.6665532575592588
104,2567.4249212652785,284.3335505960257,13952.408106330588,0.3549963058319373,139.1798236337605,23.398975519438984,7.3680419454175174,59.335397307432096,3.3971774871706364,3.230350299629631,3.0819993636509806,2.6206357890942544
105,4542.454045934161,379.4948958797904,14926.163428373311,0.06942384274609337,158.6522700876509,18.00228978107625,7.0174232843108815,47.64841106309873,4.367456235492929,2.394586489337394,2.6041417616949554,2.0796409435895598
106,1283.996534286931,1393.1207287375228,3021.4811136825656,0.5190597909082704,63.35233541350534,26.68919536703291,7.368806638013219,40.653367074419336,7.310595798821801,1.284430166432697,0.8082819737289715,0.8843055816136591
107,2081.395469026367,634.8744808492617,6245.509274088552,0.0676125635922149,171.4358513997506,18.796482444969254,7.9468956357000025,166.01363555433005,9.7224217890432,2.0027600029427406,1.6182946066462887,1.5342044437223448
108,3789.978135788091,1105.524185923265,11494.457897709324,0.8003565078223616,181.22865095315328,22.69488248295529,6.518108323160742,60.71297569387362,2.4033341888176736,1.7366857678656062,1.4493647686668496,1.3807433605717425
109,1182.5509191835313,1520.1834671474735,10592.298961779987,0.23371208191043302,55.38089747556179,30.018600286747173,7.678907978969394,185.7891374635676,9.123074566842128,1.8670623405108104,1.050438380385376,1.268664111421837
110,431.0505536525253,2077.3765893155087,2731.490641927898,0.5400119146045106,196.7042945430444,19.06572356757172,7.726583369774758,194.13567244231223,6.615049610489668,2.588877848415275,0.9206637333215714,1.534733972810998
111,1484.2696919231516,137.15017672647483,12329.580312363958,0.8800790875614583,28.142305609751684,32.26875437005204,7.775376493791871,116.39579163773398,6.51135653404499,6.207339970622736,5.231736051706566,4.668714739410138
112,848.0453719073219,2402.242988748947,3754.3882916315797,0.6508773690471942,40.403133680497994,18.064938685195912,6.984044159961755,32.88521891981665,6.002228281662083,1.51375726611323,0.4796176777872409,0.8537703042034759
113,4652.003379095737,1891.143160682905,3745.355414928035,0.5329577865513353,36.844967847605226,22.196005776432337,7.928105446756254,78.03690745901835,2.555152687233467,1.1274988553577745,0.6368625803013573,0.8192115011208273
114,4050.1958788438637,263.64191520763825,8286.129131954498,0.3243337531153756,178.79794200157409,30.595368954585215,6.682782972663553,160.55779135290175,2.7190148138892853,3.377586358256909,3.237926644368879,2.7992939485878736
115,3185.3485947265963,2623.264299838196,9097.629055204696,0.33300191305819793,130.85851046499238,23.376592545398214,6.898540672933602,76.64119209592874,6.807296045272689,1.1079302583764845,0.9238418452250535,0.8829564770358527
116,4363.7299214292025,2764.199753584803,8911.250013648261,0.6694869551981901,30.420856644454574,19.73217059712223,8.254940093308964,21.968357569043807,4.727668571484466,1.0368317868061812,0.6862335350035433,0.7529336217935672
117,4028.1767806506164,202.01232036749397,1826.5591422674456,0.9941393612211675,88.06468367366979,24.123976619607273,7.977446301453133,113.57305763099664,9.338144532621445,4.196464133962177,3.5428064628240943,3.1591133222037926
118,973.5217914858774,845.0953914786671,13223.182508140515,0.6618391898493786,123.05960501396041,22.596685868536934,6.527491108022691,169.7985660417268,5.252724298875778,2.583497840163835,1.525895191858217,1.7761292528409265
119,4468.16704252539,2422.4798137833227,4351.2006175362385,0.5577834173700249,16.69281699787666,32.326102336729434,6.996752520739601,160.20564549298297,3.1462516696211287,1.325488875440687,0.5460701650170567,0.8972639222333778
120,2719.7440974824713,2249.813877343302,2377.9663586006604,0.7306505102392461,176.48327368146775,23.326914598947432,6.928812965986329,39.14901232541888,7.717750668016288,1.0948774638847512,0.8375203553712297,0.8153561271849389
121,4046.8287680621097,569.8726376820044,13386.847158100169,0.46520561228371815,160.72070708830702,31.41185202019212,7.041612656073945,136.189099810431,4.346827371528079,2.212323929505984,2.0284674285083657,1.8209428193956747
122,4485.651934621292,643.8609835433967,14356.946724331425,0.060142342600785215,101.04135471532764,33.16182646178249,6.995119540559773,47.99833136995119,6.203762458847145,1.7256891979179185,1.80030352198962,1.4723586290595199
123,1624.1172011107262,1124.0068663183183,13000.850450349035,0.5622968158779098,193.42532305183408,25.374896132801002,6.625052591485692,47.55046923767359,7.58266228404136,1.7060777371091216,1.516937608136616,1.3371547498767185
124,594.757026412,1463.8784958692436,12237.983083510731,0.9576252845053802,83.55219585501995,33.469033445524666,7.417881033193641,175.4439957945111,9.202112889616563,2.7811446249883187,1.2212276499283297,1.6966497789677493
125,1178.2790545826113,1862.399219160282,10001.008719265816,0.17530294235765964,196.82206380729957,24.41440691737428,7.96546694957233,53.68544578434488,8.337529558413408,1.3719212127952614,1.2043308912183444,1.0739682689134806
126,2164.183553699969,1119.3626459179218,8487.43187383252,0.6900048908206657,133.58399976072542,34.38933308033184,7.713463449434872,56.33323257101218,7.410888542981793,1.5818162569018497,1.324762205662959,1.2166891158816118
127,4099.173091316341,1398.3534540767807,1761.308018715447,0.20093368865905648,126.93425465078829,19.51792191693474,7.84574333719616,5.127411198453413,7.437065459161149,0.8264547887312941,0.9653100139866893,0.7448989720948085
128,4310.6163871189,2247.4633956385946,6422.5715895251315,0.5358276844730813,33.190979059157,29.679327530555128,6.662298357072478,174.78046165447594,9.567397152256692,1.3832946189026432,0.7132359146067286,0.9303284727084199
129,84.41304612939399,129.31594461398174,5903.983496678553,0.09667644964671962,176.3855516609288,26.394838687767788,8.402981420353575,159.55598857578127,4.366592779972288,12.685493490516494,5.586104661691881,7.444751327371518
130,2578.1991477589504,772.2620941451819,4266.42986452473,0.45037093625818514,85.49793758412304,24.590029692746,8.17698366768605,127.3291423426822,2.0088967535694993,1.762722633644817,1.2440492081741392,1.3462843403632287
131,2116.184465586456,2145.781765935966,10989.591648484482,0.7561633288952461,32.44668115649587,28.756101938726218,8.110180636991325,151.30182396807425,4.1756364751855894,1.7157664024094827,0.8468149690559428,1.1589270958183515
132,1149.4336618301147,2687.716376307854,7690.198158642177,0.3475715242389821,2.521503995151808,29.96557055778363,8.145967610083535,34.6494706477759,3.743131037013952,1.30438342432873,0.6377691283326231,0.8567544460182897
133,643.3335683017299,1544.798777504685,1675.170130660895,0.664911724487218,111.95113672767651,18.074175584055254,8.365421016265522,94.3731009445772,7.294676680911985,2.0373366894542615,0.766904457801355,1.1959362425654154
134,1721.1950984479583,1605.6981860906405,3692.6564282722643,0.7954499607897292,105.47992442453527,20.838202508702377,7.588507932227396,73.48778053301227,7.069692798124232,1.4213079018447534,0.8634503175977405,0.9799502500622616
